ç
Semáforo, Latitude, Longitude
Av. Vieira Souto x Trav. Ped.,"-22.985649","-43.210923"
Av. Vieira Souto x R. Anibal de Mendonca,"-22.985649","-43.210923"
R. Nascimento Silva x R. Maria Quiteria,"-22.981534","-43.206383"
Av. Vieira Souto x Av. Epitacio Pessoa,"-22.985612","-43.214608"
Av. Vieira Souto x Av. Epitacio Pessoa,"-22.985612","-43.214608"
Av. Delfim Moreira x Av. Afrânio de Melo Franco,"-22.98584","-43.217121"
Av. Delfim Moreira x Av. Bartolomeu Mitre,"-22.986567","-43.222183"
Av. Delfim Moreira x Av. Bartolomeu Mitre,"-22.986567","-43.222183"
Av. Delfim Moreira x R. Gal Venancio Flores,"-22.98681","-43.223616"
Av. Gal San Martin x Av. Visc de Albuquerque,"-22.986789","-43.228003"
Av. Gal San Martin x R. Rita Ludolf,"-22.986387","-43.227143"
Av. Gal San Martin x R. Rainha Guilhermina,"-22.985844","-43.225646"
Av. Gal San Martin x R. Aristides Espinola,"-22.98613","-43.226301"
Av. Gal San Martin x R. Gal Artigas,"-22.985629","-43.224904"
Av. Gal San Martin x R. Gal Venancio Flores,"-22.985432","-43.224234"
Av. Gal San Martin x Av. Bartolomeu Mitre,"-22.984937","-43.222246"
Av. Gal San Martin x R. João Lira,"-22.984812","-43.221586"
Av. Gal San Martin x R. José Linhares,"-22.984659","-43.220818"
Av. Gal San Martin x R. Cupertino Durao,"-22.984564","-43.219979"
Av. Gal San Martin x R. Carlos Goes,"-22.984472","-43.219229"
Av. Gal San Martin x Av. Afrânio de Melo Franco,"-22.984327","-43.217079"
Av. Gal San Martin x Av. Borges de Medeiros,"-22.984294","-43.215434"
Av. Epitacio Pessoa x R. Prudente de Morais,"-22.984375","-43.214251"
Av. Epitacio Pessoa x R. Visc de Pirajá,"-22.983515","-43.214183"
Av. Epitacio Pessoa x Via de Ligação (Sem Código),"-22.981482","-43.213369"
Av. Ataulfo de Paiva x Av. Borges de Medeiros,"-22.983329","-43.215443"
Av. Ataulfo de Paiva x Av. Afrânio de Melo Franco,"-22.983329","-43.217509"
Av. Ataulfo de Paiva x R. Cupertino Durao,"-22.983389","-43.220468"
Av. Ataulfo de Paiva x Av. Bartolomeu Mitre,"-22.983997","-43.222994"
Av. Ataulfo de Paiva x R. Gal Venancio Flores,"-22.984355","-43.224808"
Av. Ataulfo de Paiva x R. Rainha Guilhermina,"-22.984944","-43.226316"
Av. Ataulfo de Paiva x R. Aristides Espinola,"-22.985324","-43.227494"
R. Humberto de Campos x R. Gal Urquiza,"-22.982255","-43.224353"
R. Humberto de Campos x Av. Bartolomeu Mitre,"-22.982159","-43.223194"
Av. Bartolomeu Mitre x R. Conde Bernadotte,"-22.981607","-43.223274"
R. Humberto de Campos x R. José Linhares,"-22.981602","-43.221568"
Av. Afrânio de Melo Franco x R. Humberto de Campos,"-22.981085","-43.217601"
Av. Visc de Albuquerque x Pç. Baden Powell,"-22.981435","-43.226124"
Av. Visc de Albuquerque x R. Codajas,"-22.980517","-43.226328"
Av. Ataulfo de Paiva x R. José Linhares,"-22.98365","-43.221348"
Av. Visc de Albuquerque x R. Rainha Guilhermina,"-22.982854","-43.227474"
Av. Visc de Albuquerque x R. Leoncio Correia,"-22.982767","-43.227739"
Av. Ataulfo de Paiva x Av. Visc de Albuquerque,"-22.985992","-43.228634"
Av. Visc de Albuquerque x R. Igarapava,"-22.98625","-43.229106"
Av. Delfim Moreira x R. Jeronimo Monteiro,"-22.987889","-43.227211"
Av. Ataulfo de Paiva x R. Jeronimo Monteiro,"-22.985987","-43.228643"
Av. Ataulfo de Paiva x R. Rita Ludolf,"-22.985612","-43.227883"
Av. Ataulfo de Paiva x R. Gal Artigas,"-22.984685","-43.225539"
Av. Ataulfo de Paiva x R. Gal Urquiza,"-22.984137","-43.223836"
Av. Ataulfo de Paiva x R. João Lira,"-22.983775","-43.222031"
Av. Ataulfo de Paiva x R. Carlos Goes,"-22.983455","-43.219713"
Av. Ataulfo de Paiva x R. Almte Guilhem,"-22.983354","-43.218618"
Av. Ataulfo de Paiva x R. Almte Pereira Guimaraes,"-22.98331","-43.216601"
R. Dias Ferreira x R. Rainha Guilhermina,"-22.983519","-43.226718"
R. Dias Ferreira x R. Gal Artigas,"-22.983119","-43.226231"
R. Dias Ferreira x R. Humberto de Campos,"-22.982187","-43.225529"
Av.Epitácio Pessoa x Av.Borges de Medeiros,"-22.98053937","-43.21491228"
Av. Delfim Moreira x R. Cupertino Durao,"-22.98621","-43.219666"
Av. Delfim Moreira x R. Cupertino Durão,"-22.98621","-43.219666"
Av.Epitácio Pessoa x Praça Paul Claudel,"-22.98051573","-43.21331453"
Av.Borges de Medeiros x E/F Shopping Leblon,"-22.98277617","-43.21540589"
Av. Pref Mendes de Morais x R. Engen Amandino Carvalho,"-22.998397","-43.259141"
Av. Niemeyer x R. Gal Olympio Mourao Filho,"-22.992237","-43.253044"
Av. Niemeyer x R. Bertha Lutz,"-22.993159","-43.252719"
Av. Niemeyer x Av. Aquarela do Brasil,"-22.993159","-43.252719"
Av. Niemeyer x Via de Ligação (Sem Código),"-22.998517","-43.250451"
Av. Niemeyer x Subida do Vidigal - Av. Pres. João Goulart,"-22.994205","-43.233826"
Av. Pref Mendes de Morais x Trav. Ped.,"-22.9993","-43.266962"
Etr. da Gavea x Trav. Ped.,"-22.994192","-43.257077"
Etr. da Gavea x Trav. Ped.,"-22.992815","-43.255201"
Av. Dom Helder Câmara x R. José dos Reis,"-22.88469491","-43.29060917"
Av. Dom Helder Câmara x R. Fernao Cardim,"-22.88662886","-43.28784473"
Av. Dom Helder Câmara x R. Piaui,"-22.88695794","-43.28688182"
Av. Dom Helder Câmara x Trav. Ped.,"-22.88744392","-43.28470403"
Av. Dom Helder Câmara x R. Gandavo,"-22.88743495","-43.28459959"
Av. Dom Helder Câmara x R. Gandavo,"-22.88761885","-43.28493973"
R. José Bonifacio x Trav. Ped.,"-22.88784809","-43.28464192"
Av. Dom Helder Câmara x R. Vasco da Gama,"-22.88743176","-43.28290695"
Av. Dom Helder Câmara x R. Chaves Pinheiro,"-22.88519757","-43.27859698"
Av. Dom Helder Câmara x R. Cachambi,"-22.88451411","-43.27782132"
R. Piaui x R. Consel Agostinho,"-22.89178415","-43.28766989"
R. Piaui x R. Honorio,"-22.89424122","-43.28721894"
R. Piaui x R. Arquias Cordeiro,"-22.89669109","-43.28644009"
R. Honorio x R. José Bonifacio,"-22.8917544","-43.28235568"
R. Arquias Cordeiro x R. José Bonifacio,"-22.89747303","-43.28331783"
R. Arquias Cordeiro x Trav. Ped.,"-22.89836152","-43.2817707"
R. Cirne Maia x R. Getulio,"-22.89253836","-43.27852397"
R. Cirne Maia x Trav. Ped.,"-22.89193184","-43.27967171"
R. Coracao de Maria x R. Rocha Pita,"-22.8912374","-43.27393731"
R. Cachambi x R. Rocha Pita,"-22.89127747","-43.27383757"
R. Coracao de Maria x R. Cap Jesus,"-22.89312609","-43.27659731"
R. Coracao de Maria x R. Castro Alves,"-22.89728846","-43.27912705"
R. Aristides Caire x R. Santa Fe,"-22.89939618","-43.27849279"
R. Aristides Caire x R. Castro Alves,"-22.89835783","-43.27796683"
R. Aristides Caire x R. Cap Rezende,"-22.89532836","-43.27395986"
R. Aristides Caire x R. Ferreira de Andrade,"-22.89398071","-43.27259319"
R. Ferreira de Andrade x R. Rocha Pita,"-22.89203259","-43.27149667"
R. Arquias Cordeiro x R. Lucidio Lago,"-22.90155058","-43.27792492"
R. Lucidio Lago x R. Santa Fé,"-22.90074063","-43.27638055"
R.Santa Fé x Travessia de Pedestres,"-22.90063402","-43.27706267"
R. Lucidio Lago x R. Castro Alves,"-22.90003572","-43.27531806"
R. Lucidio Lago x R. Torres Sobrinho,"-22.89929744","-43.27389557"
R. Cap Rezende x R. Torres Sobrinho,"-22.8965755","-43.27275278"
R. Cap Rezende x R. Miguel Fernandes,"-22.89844533","-43.27071522"
R. Arquias Cordeiro x Trav. Ped.,"-22.90244828","-43.2767362"
R. Carolina Meier x Trav. Ped.,"-22.90177689","-43.27634334"
R. Cachambi x R. Getulio,"-22.88832569","-43.27532225"
R. São Gabriel x Trav. Ped.,"-22.88722079","-43.27334647"
R. Arquias Cordeiro x R. Aristides Caire,"-22.89999456","-43.27946065"
Av. Dom Helder Câmara x R. Francisca Vidal,"-22.88247085","-43.29600963"
R. Lucidio Lago x R. Padre Andre Moreira,"-22.89966465","-43.27458113"
R. Ferreira de Andrade x R. Miguel Cervantes,"-22.89032302","-43.27032857"
Av. Dom Helder Câmara x R. Silva Mourao,"-22.8865577","-43.28012181"
R. Padre Ildefonso Penalba x R. Getulio,"-22.8949961","-43.28013514"
R. Getulio x R. Castro Alves,"-22.89601425","-43.2807352"
R. Ferreira de Andrade x R. Basilio de Brito,"-22.88937368","-43.27005674"
Av. Dom Helder Câmara x Vto Cristovao Colombo,"-22.88281526","-43.29203711"
Av. Dom Helder Câmara x Vto Cristovao Colombo,"-22.88361439","-43.29148499"
Av. Dom Helder Câmara x R. Renoir,"-22.88206626","-43.27577672"
Av. João Ribeiro x R. Glaziou,"-22.88056171","-43.29417148"
Av. Dom Helder Câmara x R. Moreira,"-22.88512398","-43.29915653"
Av. Dom Helder Câmara x R. Alfredo de Souza Mendes,"-22.88156468","-43.29331258"
Av. Dom Helder Câmara x Trav. Ped.,"-22.88183601","-43.29417081"
R. Coracao de Maria x Trav. Ped.,"-22.89864331","-43.28001687"
R. Pedras Altas x R. Degas,"-22.88500403","-43.2815609"
R. Cachambi x R. Degas,"-22.88352823","-43.27996834"
Av. Dom Helder Câmara x R. da Abolicao,"-22.88480136","-43.29834281"
Av. Dom Helder Câmara x Trav. Ped.,"-22.8811968","-43.27436697"
Av. Dom Helder Câmara x Trav. Ped.,"-22.88105196","-43.27439873"
R. Vasco da Gama x R. Odorico Mendes,"-22.88892022","-43.28199852"
Av. João Ribeiro x Trav. Ped.,"-22.87893637","-43.29532634"
R. Mário Carpenter x R. da Abolicao,"-22.88772371","-43.29653945"
R. José dos Reis x Trav. Ped.,"-22.89094462","-43.29450097"
R. das Oficinas x Trav. Ped.,"-22.89056224","-43.29435948"
R. Bento Goncalves x R. Guineza,"-22.89393067","-43.29881011"
R. Goias x R. Guineza,"-22.89528158","-43.29878345"
Av. Segal x Via de Ligação (Sem Código),"-22.88253799","-43.28266715"
R. Glaziou x R. Francisca Vidal,"-22.88154859","-43.29618598"
R. das Oficinas x R. Henrique Scheid,"-22.89135282","-43.29149706"
R. Arquias Cordeiro x R.Dr. Padilha,"-22.89551712","-43.29110336"
R. Arquias Cordeiro x Trav. Ped.,"-22.89512744","-43.29399361"
R. Souza Barros x R. Martins Lage,"-22.90264668","-43.27037349"
R. Souza Barros x R. Silva Freire,"-22.9018887","-43.26930095"
R. Souza Barros x R. do Engenho Novo,"-22.9001166","-43.26528853"
R. Dois de Maio x R. Souza Barros,"-22.8994411","-43.26363578"
R. Dois de Maio x R. Barsa do Engenho Novo,"-22.89693181","-43.26313497"
R. Dois de Maio x R. Maximiliano Figueiredo,"-22.89532123","-43.26265812"
R. Dois de Maio x Via de Ligação (Sem Código),"-22.89514882","-43.26250096"
R. Lino Teixeira x R. Alvares de Azevedo,"-22.89479317","-43.26150846"
R. Lino Teixeira x R. Viuva Claudio,"-22.89360059","-43.25929102"
R. Alvares de Azevedo x R. Aires de Casal,"-22.89054749","-43.26336647"
R. Miguel Angelo x R. Barcelona,"-22.88911561","-43.26636761"
R. Miguel Angelo x R. Miguel Cervantes,"-22.89159941","-43.26823636"
R. Lino Teixeira x R. Magalhaes Castro,"-22.89485478","-43.25593391"
R. Conde de Azambuja x R. Feliciano de Aguiar,"-22.88477856","-43.26426225"
R. Conde de Azambuja x R. Miguel Gama,"-22.88516262","-43.26529775"
R. Conde de Azambuja x Trv Adriano dos Passos,"-22.88459541","-43.26405253"
R. Fernando Esquerdo x R. Miguel Gama,"-22.88391857","-43.26527755"
R. Fernando Esquerdo x Trv Adriano dos Passos,"-22.88340812","-43.26475577"
R. Licinio Cardoso x R. Major Suckow,"-22.899021","-43.24401869"
R. Licinio Cardoso x R. Ana Neri,"-22.90005131","-43.24426454"
R. Miguel Angelo x Trv Mendes da Silva,"-22.88619778","-43.2648173"
R. Miguel Angelo x Trv Adriano dos Passos,"-22.88584507","-43.26362732"
R. Souza Barros x Trav. Ped.,"-22.90070459","-43.2669375"
R. Miguel Angelo x R. Alvares Cabral,"-22.89362867","-43.26928569"
R. Dr. Garnier x R. Consel Mairink,"-22.89473576","-43.25101658"
R. Dr. Garnier x Trav. Ped.,"-22.89817929","-43.24756022"
R. Alvaro Seixas x R. Baroneza do Eng.Novo,"-22.89417769","-43.26325147"
R. Ana Neri x Trav. Ped.,"-22.90154622","-43.25614706"
R. Conde de Azambuja x R. Fernando Esquerdo,"-22.88509724","-43.26740135"
Pç. Ubajara x R. Dr Garnier,"-22.8941714","-43.25188788"
R. Pecanha da Silva x R. Miguel Cervantes,"-22.89309768","-43.26485787"
Miguel  Fernandes  x R. Vaz de Caminha,"-22.89646796","-43.26726691"
R. Amaro Cavalcante x Trav. Ped.,"-22.89630761","-43.28959286"
R. Amaro Cavalcante x R. Adriano,"-22.89707162","-43.28718692"
R. Amaro Cavalcante x R. Luiz Carlos,"-22.8973815","-43.28536243"
R. Amaro Cavalcante x Trav. Ped.,"-22.90148956","-43.27892689"
R. Amaro Cavalcante x R. Conego Tobias,"-22.90258859","-43.27778838"
R. Vinte e Quatro de Maio x Trav. Ped.,"-22.90504768","-43.27409539"
R. Constanca Barbosa x R. Ana Barbosa,"-22.90169005","-43.28082011"
R. Dias da Cruz x R. Hermengarda,"-22.90193782","-43.28011528"
R. Dias da Cruz x R. Manuela Barbosa,"-22.90234686","-43.28118933"
R. Dias da Cruz x R. Oliveira,"-22.90280007","-43.28222316"
R. Dias da Cruz x R. Magalhaes Couto,"-22.9037929","-43.28456003"
R. Dias da Cruz x R. Carolina Santos,"-22.90433438","-43.2868669"
R. Dias da Cruz x R. Vilela Tavares,"-22.90495229","-43.2889809"
R. Dias da Cruz x R. Intend Cunha e Menezes,"-22.90521171","-43.29088158"
R. Borja Reis x R. Dionisio Fernandes,"-22.90450796","-43.30045036"
R. Dias da Cruz x R. Itobi,"-22.90528723","-43.29317118"
R. Magalhaes Couto x R. Venceslau,"-22.90265741","-43.28609006"
R. Magalhaes Couto x R. Adriano,"-22.90104305","-43.28908048"
R. Hermengarda x R. Conego Tobias,"-22.90339435","-43.27958512"
R. Hermengarda x Trav. Ped.,"-22.9051957","-43.27747632"
R. Lins de Vasconcelos x R. Hermengarda,"-22.90669866","-43.27568267"
R. Lins de Vasconcelos x Trav. Ped.,"-22.9057515","-43.27367311"
R. Lins de Vasconcelos x R. Vinte de Marco,"-22.90827789","-43.27859279"
R. Lins de Vasconcelos x R. Carolina Santos,"-22.90971497","-43.28245802"
R. Lins de Vasconcelos x R. Vilela Tavares,"-22.91141683","-43.28538657"
R. Aquidaba x R. Vilela Tavares,"-22.9095097","-43.28616047"
R. Aquidaba x R. Pedro de Carvalho,"-22.91000247","-43.28706195"
R. Verna de Magalhaes x R. Cabuçu,"-22.91034202","-43.27555544"
R. Medina x R. Silva Rabelo,"-22.9001161","-43.28125002"
R. Dias da Cruz x R. Lopes da Cruz,"-22.90348579","-43.28347734"
R. Dias da Cruz x R. Silva Rabelo,"-22.90184964","-43.27917692"
Av. Amaro Cavalcante x R. Monsen Jeronimo,"-22.89604777","-43.29227189"
R. Adolfo Bergamini x Trav. Ped.,"-22.90055933","-43.29614122"
R. Vilela Tavares x Trav. Ped.,"-22.9069683","-43.28777617"
R. Adolfo Bergamini x R. Borja Reis,"-22.90437377","-43.2974716"
R. Borja Reis x R. Dr. Bulhoes,"-22.90447192","-43.29892402"
R. Dias da Cruz x R. Adolfo Bergamini,"-22.90364061","-43.29700624"
R. Dias da Cruz x R. Dr. Bulhoes,"-22.90285153","-43.29821038"
R. Dias da Cruz x R. Pedro de Carvalho,"-22.90516544","-43.29014665"
R. Dias da Cruz x R. Caetano de Almeida,"-22.90524943","-43.29167493"
R. Amaro Cavalcante x R. Almte Calheiros da Graca,"-22.89767185","-43.28359712"
Av. Amaro Cavalcante x Trav. Ped.,"-22.89882579","-43.2815578"
R. Aquidaba x R. Fabio Luz,"-22.90984623","-43.29009837"
R. Dr. Bulhoes x R. Daniel Carneiro,"-22.89806639","-43.2965112"
R. Dr. Leal x R. Daniel Carneiro,"-22.89763279","-43.29804056"
R. Adolfo Bergamini x R. Daniel Carneiro,"-22.89845455","-43.29568625"
R. Dr. Bulhoes x R. Ana Leonidia,"-22.90033864","-43.29747847"
R. Ana Leonidia x R. Dr. Leal,"-22.90015281","-43.29883567"
R. Carolina Santos x R. Aquidaba,"-22.90791739","-43.28371279"
R. Maranhao x R. Aquidaba,"-22.91024337","-43.29286943"
R. Dr. Bulhoes x R. Ramiro Magalhaes,"-22.90173305","-43.29796211"
R. Vinte e Quatro de Maio x R. Barão do Bom Retiro,"-22.90318086","-43.26943413"
R. Vinte e Quatro de Maio x R. Bela Vista,"-22.90289612","-43.26846116"
R. Vinte e Quatro de Maio x R. Souto Carvalho,"-22.90253411","-43.26659921"
R. Vinte e Quatro de Maio x Trav. Ped.,"-22.90231903","-43.2649815"
R. Vinte e Quatro de Maio x R. Antunes Garcia,"-22.90211175","-43.26116304"
R. Vinte e Quatro de Maio x R. São Paulo,"-22.90246504","-43.25955514"
R. Vinte e Quatro de Maio x R. Mal. Bitencourt,"-22.90217863","-43.25610305"
R. Vinte e Quatro de Maio x Trav. Ped.,"-22.90167497","-43.25235978"
R. Vinte e Quatro de Maio x Trav. Ped.,"-22.90136701","-43.25067233"
R. Vinte e Quatro de Maio x R. Gal Rodrigues,"-22.90130591","-43.2484663"
R. Vinte e Quatro de Maio x Trav. Ped.,"-22.90178016","-43.24652413"
R. São Francisco Xavier x Trav. Ped.,"-22.90409205","-43.24363095"
Av. Mal. Rondon x R. Souza Dantas,"-22.90485179","-43.24451474"
R. Barão do Bom Retiro x Trav. Ped.,"-22.91001773","-43.26965533"
Av. Mal. Rondon x R. Henrique Dias,"-22.90290082","-43.24970816"
Av. Mal. Rondon x R. Frei Pinto,"-22.90319502","-43.2523027"
Av. Mal. Rondon x R. Mal. Bitencourt,"-22.90356316","-43.25620062"
Av. Mal. Rondon x R. Vitor Meireles,"-22.90369274","-43.25789284"
Av. Mal. Rondon x R. São Paulo,"-22.90384831","-43.25977709"
Av. Mal. Rondon x Trav. Ped.,"-22.90486512","-43.26452971"
Av. Mal. Rondon x R. Bela Vista,"-22.90528815","-43.26726808"
Av. Mal. Rondon x R. Gregorio Neves,"-22.90548429","-43.26837298"
R. Gal Belegarde x R. Barão do Bom Retiro,"-22.90617454","-43.27012162"
R. Barão do Bom Retiro x R. Joaquim Tavora,"-22.90854209","-43.27001332"
R. Barão do Bom Retiro x R. Dona Romana,"-22.91083337","-43.26900389"
R. Barão do Bom Retiro x R. Araujo Leitao,"-22.91268183","-43.26650416"
R. Barão do Bom Retiro x R. Acare,"-22.91348482","-43.2646023"
R. Verna de Magalhaes x R. Condsa de Belmonte,"-22.90918088","-43.27110867"
R. Dona Romana x R. Condsa de Belmonte,"-22.91084561","-43.27097791"
R. Araujo Leitao x R. Porto Alegre,"-22.91354994","-43.2700155"
R. Vinte e Quatro de Maio x Trav. Ped.,"-22.9028346","-43.24493232"
R. Vinte e Quatro de Maio x R. Vitor Meireles,"-22.90230067","-43.25769461"
Av. Mal. Rondon x Trav. Ped.,"-22.90317985","-43.24695404"
R. Maria Antonia x R. Gal Belegarde,"-22.90785436","-43.27234182"
Av. Dom Helder Câmara x Pç. Dario Rogerio,"-22.89041","-43.24244"
Av. Dom Helder Câmara x Pç. Dario Rogerio,"-22.89061","-43.24255"
Pç. Dr. Carvalho de Brito x Via de Ligação (Sem Código),"-22.89003","-43.24334"
R. Francisco Manoel x R. Comte Cordeiro de Faria,"-22.89474","-43.24278"
R. Francisco Manoel x Trav. Ped.,"-22.89346","-43.24117"
Av. Dom Helder Câmara x R. Francisco Manoel,"-22.89212","-43.24019"
R. São Luiz Gonzaga x R. Couto Magalhaes,"-22.89296","-43.23947"
R. Couto Magalhaes x R. Chibata,"-22.88912","-43.23478"
R. Pref Olimpio de Melo x R. Chibata,"-22.89005","-43.23446"
R. Cap Felix x Trav. Ped.,"-22.89189","-43.23508"
R. Pref Olimpio de Melo x R. Ricardo Machado,"-22.88873","-43.23246"
R. Pref Olimpio de Melo x R. São Luiz Gonzaga,"-22.89408","-43.23913"
R. Pref Olimpio de Melo x R. Senad Bernardo Monteiro,"-22.89469","-43.24006"
R. Senad Bernardo Monteiro x R. Comte Cordeiro de Faria,"-22.89607","-43.24029"
R. Senad Bernardo Monteiro x Trav. Ped.,"-22.8981","-43.24064"
R. Visc de Niteroi x Trav. Ped.,"-22.90021","-43.24102"
R. Visc de Niteroi x Trav. Ped.,"-22.90103","-43.24092"
R. Visc de Niteroi x Trav. Ped.,"-22.90214","-43.24103"
R. Visc de Niteroi x Trav. Ped.,"-22.90767","-43.23707"
R. Ana Neri x R. Fausto Barreto,"-22.89854","-43.23866"
R. Ana Neri x Trav. Ped.,"-22.89879","-43.23784"
R. Ana Neri x R. São Luiz Gonzaga,"-22.89889","-43.23605"
R. São Luiz Gonzaga x R. Cap Felix,"-22.89561","-43.23733"
R. Ricardo Machado x Trav. Ped.,"-22.89019","-43.23019"
R. Ricardo Machado x R. Gal Almerio de Moura,"-22.88978","-43.2291"
R. Pref Olimpio de Melo x Via de Ligação (Sem Código),"-22.89243","-43.23682"
R. Couto Magalhaes x R. Lopes Silva,"-22.89054","-43.23646"
Av. Dom Helder Câmara x R. Viuva Claudio,"-22.88613","-43.25175"
Av. Dom Helder Câmara x R. Dilermando Reis,"-22.88487","-43.25278"
Av. Dom Helder Câmara x Av. dos Democráticos,"-22.88287","-43.25445"
Av. Dom Helder Câmara x Trav. Ped.,"-22.88420641","-43.25337449"
Av. Dom Helder Câmara x Trav. Ped.,"-22.8840267","-43.25353911"
Av. Dom Helder Câmara x Via de Ligação (Sem Código),"-22.88201","-43.25546"
Av. Dom Helder Câmara x R. Carneiro Ribeiro,"-22.88035","-43.25892"
Av. Dom Helder Câmara x Trav. Ped.,"-22.88074","-43.25826"
Av. Dom Helder Câmara x Trav. Ped.,"-22.87981","-43.25974"
Av. Dom Helder Câmara x Trav. Ped.,"-22.87853","-43.26151"
Av. Dom Helder Câmara x Etr. Velha da Pavuna,"-22.87801","-43.26474"
Av. Automóvel Clube x Vto Engen Alvarino José Fonseca,"-22.88021","-43.26901"
R. Cap Felix x Via de Ligação (Sem Código),"-22.89394","-43.2365"
R. São Januario x R. do Bonfim,"-22.89082","-43.22659"
R. Bela x R. do Bonfim,"-22.89049","-43.22304"
R. Bela x R. Conde de Leopoldina,"-22.89244","-43.22147"
R. Bela x R. Gal Bruce,"-22.89362","-43.22052"
R. Bela x R. Almte Mariath,"-22.89454","-43.2198"
R. Escobar x R. Santos Lima,"-22.89574","-43.21781"
R. Monsen Manoel Gomes x Via de Ligação (Sem Código),"-22.89464","-43.21815"
Cmp São de Cristovao x Trav. Ped.,"-22.89767","-43.22238"
R. São Januario x Trav. Ped.,"-22.89693","-43.22637"
R. São Luiz Gonzaga x R. Emancipacao,"-22.89953","-43.2277"
R. São Luiz Gonzaga x R. Dom Meinrado,"-22.90028","-43.22476"
R. São Luiz Gonzaga x R. São Januario,"-22.90022","-43.22532"
R. São Luiz Gonzaga x R. Fonseca Teles,"-22.90009","-43.22323"
Av. do Exercito x R. João Ricardo,"-22.90119","-43.22473"
Av. do Exercito x Trav. Ped.,"-22.90204","-43.22512"
Av. do Exercito x Trav. Ped.,"-22.90188","-43.22556"
Cmp São de Cristovao x Trav. Ped.,"-22.89907","-43.22039"
Cmp São de Cristovao x Trav. Ped.,"-22.89888","-43.22047"
Cmp São de Cristovao x R. Figueira de Melo,"-22.89832","-43.21922"
Cmp São de Cristovao x R. Figueira de Melo,"-22.89812","-43.21869"
Av. Bartolomeu de Gusmao x Trav. Ped.,"-22.90852","-43.2271"
Av. Bartolomeu de Gusmao x Trav. Ped.,"-22.90847","-43.23163"
Av. Bartolomeu de Gusmao x Via de Ligação (Sem Código),"-22.90819","-43.23085"
R. Gal Herculano Gomes x Trav. Ped.,"-22.90895","-43.22287"
R. Gal Herculano Gomes x R. José Eugenio,"-22.90799","-43.22182"
Av. Pedro II x Trav. Ped.,"-22.90479","-43.21938"
Av. Pedro II x R. São Cristovao,"-22.90437","-43.21844"
R. São Cristovao x R. Francisco Eugenio,"-22.90717","-43.21794"
R. São Cristovao x R. Figueira de Melo,"-22.90122","-43.2169"
R. São Cristovao x R. Escobar,"-22.90029","-43.21612"
R. Figueira de Melo x Av. Pedro II,"-22.9036","-43.21531"
R. Figueira de Melo x R. Antunes Maciel,"-22.90575","-43.21405"
Av. Rotary Internacional x Trav. Ped.,"-22.90448","-43.22124"
R. São Luiz Gonzaga x Trav. Ped.,"-22.90031","-43.23053"
Cmp São de Cristovao x Trav. Pedestre,"-22.89947","-43.22228"
R. Cel. Cabrita x Trav. Ped.,"-22.89762","-43.22791"
Cmp São de Cristovao x R. Senad Alencar,"-22.89559","-43.22063"
Cmp São de Cristovao x Trav. Ped.,"-22.89574","-43.22042"
R. São Cristovao x R. Fonseca Teles,"-22.9029","-43.21835"
Av. Brasil x R. Santos Lima,"-22.89556","-43.21508"
Av. Francisco Bicalho x Trav. Ped.,"-22.90032","-43.21051"
Av. Francisco Bicalho x R. Francisco Eugenio,"-22.9065","-43.21004"
Av. Francisco Bicalho x R. Elpidio Boamorte,"-22.90951","-43.20994"
R. Comte Garcia Pires x Av. Francisco Bicalho,"-22.90027","-43.20986"
R. Comte Garcia Pires x R. Equador,"-22.90019","-43.20846"
R. Pedro Alves x R. Santo Cristo,"-22.90031","-43.20487"
R. Cordeiro da Graca x Av. Cidade Lima,"-22.89954","-43.20524"
R. Prof Pereira Reis x Pç. Santo Cristo,"-22.89956","-43.20131"
R. Prof Pereira Reis x Av. Cidade Lima,"-22.8983","-43.20224"
R. Prof Pereira Reis x Av. Rodrigues Alves,"-22.89603","-43.20335"
Av. Rodrigues Alves x R. Rivadavia Correia,"-22.89301","-43.19599"
R. Rivadavia Correia x R. do Livramento,"-22.89765","-43.19579"
Av. Rodrigues Alves x R. da Gamboa,"-22.89454","-43.19992"
R. Rivadavia Correia x Via de Ligação (Sem Código),"-22.89406","-43.19611"
R. Rivadavia Correia x Trav. Ped.,"-22.89565","-43.19648"
R. Pedro Ernesto x R. Sacadura Cabral,"-22.89187","-43.19187"
Av. Rio de Janeiro x Trav. Ped.,"-22.89422","-43.21391"
Av. das Americas x Via de Ligação (Sem Código),"-23.00390451","-43.32257129"
Av. das Americas x Av. Afonso Arinos de Melo Franco,"-23.00329423","-43.32391625"
Av. das Americas x Via de Ligação (Sem Código),"-23.0029167","-43.32488394"
Av. das Americas x Via de Ligação (Sem Código),"-23.00156001","-43.32844634"
Av. das Americas x Via de Ligação (Sem Código),"-23.00053985","-43.33456789"
Av. das Americas x Av. Minist Afrânio Costa,"-23.00047942","-43.33645541"
Av. das Americas x Via de Ligação (Sem Código),"-23.00035645","-43.33903461"
Av. das Americas x Av. Jorn Ricardo Marinho,"-23.0001195","-43.34714225"
Av. das Americas x Av. Gal Felicissimo Cardoso,"-23.00002076","-43.35360344"
Av. das Americas x Via de Ligação (Sem Código),"-22.99997633","-43.35496349"
Logradouro Ignorado (A Cadastrar) x Via de Ligação (Sem Código),"-22.99626349","-43.35674532"
Logradouro Ignorado (A Cadastrar) x Via de Ligação (Sem Código),"-22.9952165","-43.35878941"
